name,description,timestamp,begin,_end,altitudemode,tessellate,extrude,visibility,draworder,icon,id,bureaux,the_geom,cartodb_id,created_at,updated_at,cartodb_georef_status
,"<div class=""googft-info-window"">
<b>ID:</b> 41<br>
<b>Bureaux:</b> Thales near  Bagneux,  Région Parisienne,  France
</div>",,,,,,,-1,,,41,"Thales near  Bagneux,  Région Parisienne,  France",0101000020E61000007A53910A630BFC3F901C9F7F71974740,16,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 674<br>
<b>Bureaux:</b> Thales near  Bangalore,  Karnataka,  India
</div>",,,,,,,-1,,,674,"Thales near  Bangalore,  Karnataka,  India",0101000020E6100000A165DD3F16205340E877503F5E1A2840,17,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 449<br>
<b>Bureaux:</b> Thales near  Barcelona,  Barcelona,  Spain
</div>",,,,,,,-1,,,449,"Thales near  Barcelona,  Barcelona,  Spain",0101000020E61000008AA658DA4E7001409BA84A00A3AF4440,18,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 615<br>
<b>Bureaux:</b> Thales near  Barracas,  Capital Federal,  Argentina
</div>",,,,,,,-1,,,615,"Thales near  Barracas,  Capital Federal,  Argentina",0101000020E610000097B3D2FFCD314DC0D4FF28A03F5341C0,19,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 98<br>
<b>Bureaux:</b> Thales near  Basingstoke,  South East,  United Kingdom
</div>",,,,,,,-1,,,98,"Thales near  Basingstoke,  South East,  United Kingdom",0101000020E6100000226C787AA52CF1BFE98CDE5FF3A14940,20,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 210<br>
<b>Bureaux:</b> Thales near  Beirut,  Lebanon,  Lebanon
</div>",,,,,,,-1,,,210,"Thales near  Beirut,  Lebanon,  Lebanon",0101000020E61000009A67DB1FDEC041407BFC3960B2F24040,22,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 95<br>
<b>Bureaux:</b> Thales near  Belfast,  Northern Ireland,  United Kingdom
</div>",,,,,,,-1,,,95,"Thales near  Belfast,  Northern Ireland,  United Kingdom",0101000020E6100000EC3598E19AD617C01CF80780E04B4B40,23,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 601<br>
<b>Bureaux:</b> Thales near  Belville,  Western Cape,  South Africa
</div>",,,,,,,-1,,,601,"Thales near  Belville,  Western Cape,  South Africa",0101000020E610000042380B20219F32407468476062F340C0,25,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 545<br>
<b>Bureaux:</b> Thales near  Benalla,  Victoria,  Australia
</div>",,,,,,,-1,,,545,"Thales near  Benalla,  Victoria,  Australia",0101000020E61000004B71FA1F853F6240DE44E33F934642C0,26,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 400<br>
<b>Bureaux:</b> Thales near  Berlin,  Berlin-Brandenburg,  Germany
</div>",,,,,,,-1,,,400,"Thales near  Berlin,  Berlin-Brandenburg,  Germany",0101000020E6100000FC77D89F9F5354C0A680B4FF01D74040,29,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 497<br>
<b>Bureaux:</b> Thales near  Berlin,  Berlin,  Germany
</div>",,,,,,,-1,,,497,"Thales near  Berlin,  Berlin,  Germany",0101000020E61000004381881E42EA2A40B05EA0FF794C4A40,30,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 457<br>
<b>Bureaux:</b> Thales near  Bilbao,  Bilbao,  Spain
</div>",,,,,,,-1,,,457,"Thales near  Bilbao,  Bilbao,  Spain",0101000020E61000006FBBD05CA79107C098C8602063A24540,31,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 116<br>
<b>Bureaux:</b> Thales near  Birmingham,  West Midlands,  United Kingdom
</div>",,,,,,,-1,,,116,"Thales near  Birmingham,  West Midlands,  United Kingdom",0101000020E610000049F4328AE556FFBFCECFC3BFBE354A40,32,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 69<br>
<b>Bureaux:</b> Thales near  Bordeaux,  Sud Ouest,  France
</div>",,,,,,,-1,,,69,"Thales near  Bordeaux,  Sud Ouest,  France",0101000020E6100000963E74417D4BE3BFBFD9418067694640,34,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 502<br>
<b>Bureaux:</b> Thales near  Bratislava,  Bratislava,  Slovakia
</div>",,,,,,,-1,,,502,"Thales near  Bratislava,  Bratislava,  Slovakia",0101000020E6100000BCF957A027213140971DE21FB6154840,35,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 29<br>
<b>Bureaux:</b> Thales near  Brest,  Bretagne,  France
</div>",,,,,,,-1,,,29,"Thales near  Brest,  Bretagne,  France",0101000020E610000056A824A1E3F111C0A13C3D00F3314840,36,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 99<br>
<b>Bureaux:</b> Thales near  Brighton,  South East,  United Kingdom
</div>",,,,,,,-1,,,99,"Thales near  Brighton,  South East,  United Kingdom",0101000020E6100000451B36806DCB13C03F17B25F1C2D4940,38,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 547<br>
<b>Bureaux:</b> Thales near  Brisbane Airport   ,  Queensland,  Australia
</div>",,,,,,,-1,,,547,"Thales near  Brisbane Airport   ,  Queensland,  Australia",0101000020E61000003F840200D1236340F6DD639FB6623BC0,39,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 70<br>
<b>Bureaux:</b> Thales near  Brive la gaillarde,  Sud Ouest,  France
</div>",,,,,,,-1,,,70,"Thales near  Brive la gaillarde,  Sud Ouest,  France",0101000020E6100000DD0720B58993F83FF4A5B73F17944640,41,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 176<br>
<b>Bureaux:</b> Thales near  Brussels-Capital,  Brussels,  Belgium
</div>",,,,,,,-1,,,176,"Thales near  Brussels-Capital,  Brussels,  Belgium",0101000020E61000003246DA7C126611401EC6A4BF976C4940,42,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 516<br>
<b>Bureaux:</b> Thales near  Budapest,  Budapest,  Hungary
</div>",,,,,,,-1,,,516,"Thales near  Budapest,  Budapest,  Hungary",0101000020E61000004753E2DF0C0733407E9BB45F2DB64740,45,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 173<br>
<b>Bureaux:</b> Thales near  Buenos Aires,  Buenos Aires,  Argentina
</div>",,,,,,,-1,,,173,"Thales near  Buenos Aires,  Buenos Aires,  Argentina",0101000020E6100000D04B20802F374DC0E3A029E0434B41C0,46,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 385<br>
<b>Bureaux:</b> Thales near  Burnaby,  British Columbia,  Canada
</div>",,,,,,,-1,,,385,"Thales near  Burnaby,  British Columbia,  Canada",0101000020E61000009D1E25C07AC15EC0F47C1700F4A24840,47,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 100<br>
<b>Bureaux:</b> Thales near  Bury St Edmunds,  South East,  United Kingdom
</div>",,,,,,,-1,,,100,"Thales near  Bury St Edmunds,  South East,  United Kingdom",0101000020E6100000E447A1D1C2CAEA3FA2105C40C31D4A40,49,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 643<br>
<b>Bureaux:</b> Thales near  Cambridge,  Cambridgeshire,  United Kingdom
</div>",,,,,,,-1,,,643,"Thales near  Cambridge,  Cambridgeshire,  United Kingdom",0101000020E610000076711B0DE02DC23FC558A65F22194A40,52,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 548<br>
<b>Bureaux:</b> Thales near  Campbell,  Australian Capital Territory,  Australia
</div>",,,,,,,-1,,,548,"Thales near  Campbell,  Australian Capital Territory,  Australia",0101000020E6100000FFC4122014A5624005F23680C8A541C0,53,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 419<br>
<b>Bureaux:</b> Thales near  Campi Bisenzio (FI),  Toscana,  Italy
</div>",,,,,,,-1,,,419,"Thales near  Campi Bisenzio (FI),  Toscana,  Italy",0101000020E61000004BC0F91E3F492640B2AE1B00BBE94540,54,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 621<br>
<b>Bureaux:</b> Thales near  Capital Federal,  Capital Federal,  Argentina
</div>",,,,,,,-1,,,621,"Thales near  Capital Federal,  Capital Federal,  Argentina",0101000020E6100000FFC1D19F47374DC08D1315600E5241C0,56,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 470<br>
<b>Bureaux:</b> Thales near  Caracas,  Caracas,  Venezuela
</div>",,,,,,,-1,,,470,"Thales near  Caracas,  Caracas,  Venezuela",0101000020E610000084C8D8BFA1B950C031009EFEFD032540,57,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 30<br>
<b>Bureaux:</b> Thales near  Carquefou,  Pays de la Loire,  France
</div>",,,,,,,-1,,,30,"Thales near  Carquefou,  Pays de la Loire,  France",0101000020E61000004A2AAE85B4C1F7BFB00C608033A64740,58,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 569<br>
<b>Bureaux:</b> Thales near  Carrington ,  New South Wales,  Australia
</div>",,,,,,,-1,,,569,"Thales near  Carrington ,  New South Wales,  Australia",0101000020E6100000287BF07F6C006340FE5D4480785540C0,59,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 43<br>
<b>Bureaux:</b> Thales near  Cergy Pontoise,  Région Parisienne,  France
</div>",,,,,,,-1,,,43,"Thales near  Cergy Pontoise,  Région Parisienne,  France",0101000020E6100000309E4143FF840040A5AC95BF31884840,60,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 31<br>
<b>Bureaux:</b> Thales near  Cesson Sévigné,  Bretagne,  France
</div>",,,,,,,-1,,,31,"Thales near  Cesson Sévigné,  Bretagne,  France",0101000020E6100000083D9B559FABF9BF922EEC1FFA0E4840,61,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 595<br>
<b>Bureaux:</b> Thales near  Charleroi,  Wallonie,  Belgium
</div>",,,,,,,-1,,,595,"Thales near  Charleroi,  Wallonie,  Belgium",0101000020E6100000328FFCC1C0D31140FBA6FADF5B4C4940,62,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 32<br>
<b>Bureaux:</b> Thales near  Chateaubourg,  Bretagne,  France
</div>",,,,,,,-1,,,32,"Thales near  Chateaubourg,  Bretagne,  France",0101000020E6100000AF7C96E7C11DF6BF9787F13F9E0E4840,63,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 35<br>
<b>Bureaux:</b> Thales near  Châtellerault,  Centre,  France
</div>",,,,,,,-1,,,35,"Thales near  Châtellerault,  Centre,  France",0101000020E61000001C08C9022670E13FDD9CA5BFF2684740,64,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 93<br>
<b>Bureaux:</b> Thales near  Cheadle Heath,  North West,  United Kingdom
</div>",,,,,,,-1,,,93,"Thales near  Cheadle Heath,  North West,  United Kingdom",0101000020E610000018601F9DBAB201C0E2F5AADF96B24A40,66,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 607<br>
<b>Bureaux:</b> Thales near  Chennai,  Tamilnadu,  India
</div>",,,,,,,-1,,,607,"Thales near  Chennai,  Tamilnadu,  India",0101000020E61000007A54FCDF110C5440950046E1C4192A40,67,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 101<br>
<b>Bureaux:</b> Thales near  Chessington,  South East,  United Kingdom
</div>",,,,,,,-1,,,101,"Thales near  Chessington,  South East,  United Kingdom",0101000020E61000005839B4C876BED3BF2EA5D35F54AE4940,68,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 228<br>
<b>Bureaux:</b> Thales near  Chieti,  Abruzzo,  Italy
</div>",,,,,,,-1,,,228,"Thales near  Chieti,  Abruzzo,  Italy",0101000020E6100000008BA141AF542C401732B2BF472C4540,69,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 81<br>
<b>Bureaux:</b> Thales near  Cholet,  Pays de la Loire,  France
</div>",,,,,,,-1,,,81,"Thales near  Cholet,  Pays de la Loire,  France",0101000020E610000058CA32C4B12EECBF8D80650003884740,70,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 452<br>
<b>Bureaux:</b> Thales near  Ciudad Real,  Ciudad Real,  Spain
</div>",,,,,,,-1,,,452,"Thales near  Ciudad Real,  Ciudad Real,  Spain",0101000020E610000084FEF801FE6711C00096F0DF17704340,71,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 46<br>
<b>Bureaux:</b> Thales near  Conflans Sainte Honorine,  Région Parisienne,  France
</div>",,,,,,,-1,,,46,"Thales near  Conflans Sainte Honorine,  Région Parisienne,  France",0101000020E61000000000000000C0004081295EC0267F4840,73,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 671<br>
<b>Bureaux:</b> Thales near  Copenhagen,  Hovedstaden,  Denmark
</div>",,,,,,,-1,,,671,"Thales near  Copenhagen,  Hovedstaden,  Denmark",0101000020E610000038C76FC09D222940EA9E2B007CD64B40,74,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 441<br>
<b>Bureaux:</b> Thales near  Cordoba,  Cordoba,  Spain
</div>",,,,,,,-1,,,441,"Thales near  Cordoba,  Cordoba,  Spain",0101000020E61000004D7045BD3B0513C01E9D048074F14240,75,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 102<br>
<b>Bureaux:</b> Thales near  Crawley,  South East,  United Kingdom
</div>",,,,,,,-1,,,102,"Thales near  Crawley,  South East,  United Kingdom",0101000020E6100000711B0DE02D10F8BF652E15C039E74940,76,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 628<br>
<b>Bureaux:</b> Thales near  Dammam,  Dammam,  Saudi Arabia
</div>",,,,,,,-1,,,628,"Thales near  Dammam,  Dammam,  Saudi Arabia",0101000020E6100000707610E0990D4940A2A30BA0CE713A40,78,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 549<br>
<b>Bureaux:</b> Thales near  Deakin ,  Australian Capital Territory,  Australia
</div>",,,,,,,-1,,,549,"Thales near  Deakin ,  Australian Capital Territory,  Australia",0101000020E6100000041E184078A36240B0A250604BA841C0,79,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 425<br>
<b>Bureaux:</b> Thales near  Delft,  Zuid-Holland,  Netherlands
</div>",,,,,,,-1,,,425,"Thales near  Delft,  Zuid-Holland,  Netherlands",0101000020E6100000D0042F9F516F1140519E1E8079014A40,80,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 568<br>
<b>Bureaux:</b> Thales near  Denman ,  New South Wales,  Australia
</div>",,,,,,,-1,,,568,"Thales near  Denman ,  New South Wales,  Australia",0101000020E6100000B4E908E0E6D56240B7C6B13F9A3140C0,81,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 598<br>
<b>Bureaux:</b> Thales near  Doha,  Qatar,  Qatar
</div>",,,,,,,-1,,,598,"Thales near  Doha,  Qatar,  Qatar",0101000020E61000003DDF05007DC2494071DA9DFF684B3940,82,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 241<br>
<b>Bureaux:</b> Thales near  Doncaster,  Yorkshire,  United Kingdom
</div>",,,,,,,-1,,,241,"Thales near  Doncaster,  Yorkshire,  United Kingdom",0101000020E6100000CF6BEC12D55BF1BF0ED363004DC04A40,83,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 106<br>
<b>Bureaux:</b> Thales near  Dorchester,  South West,  United Kingdom
</div>",,,,,,,-1,,,106,"Thales near  Dorchester,  South West,  United Kingdom",0101000020E61000006B7CCB41758803C03BF9991F245B4940,84,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 579<br>
<b>Bureaux:</b> Thales near  Douglas,  Queensland,  Australia
</div>",,,,,,,-1,,,579,"Thales near  Douglas,  Queensland,  Australia",0101000020E6100000B0CBF09FAE576240D0DB8E5F2E5233C0,85,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 253<br>
<b>Bureaux:</b> Thales near  Dubaï,  Dubaï,  United Arab Emirates
</div>",,,,,,,-1,,,253,"Thales near  Dubaï,  Dubaï,  United Arab Emirates",0101000020E6100000E8B8BF1F23934B4020F0C000C2153940,86,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 244<br>
<b>Bureaux:</b> Thales near  East London,  London,  United Kingdom
</div>",,,,,,,-1,,,244,"Thales near  East London,  London,  United Kingdom",0101000020E61000000B98C0ADBB79B2BFD8840F8013C04940,87,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 588<br>
<b>Bureaux:</b> Thales near  Edinburgh (AUS),  South Australia,  Australia
</div>",,,,,,,-1,,,588,"Thales near  Edinburgh (AUS),  South Australia,  Australia",0101000020E6100000732A1900AA54614088241F60525E41C0,89,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 96<br>
<b>Bureaux:</b> Thales near  Edinburgh (UK),  Scotland,  United Kingdom
</div>",,,,,,,-1,,,96,"Thales near  Edinburgh (UK),  Scotland,  United Kingdom",0101000020E61000004F6331A0CD8009C0449C983FF0F84B40,90,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 158<br>
<b>Bureaux:</b> Thales near  Edison,  New Jersey,  United States
</div>",,,,,,,-1,,,158,"Thales near  Edison,  New Jersey,  United States",0101000020E6100000B03500C0D69852C0A88FC01F7E454440,91,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 424<br>
<b>Bureaux:</b> Thales near  Eindhoven,  Noord-Brabant,  Netherlands
</div>",,,,,,,-1,,,424,"Thales near  Eindhoven,  Noord-Brabant,  Netherlands",0101000020E6100000CCA5A77E94DF1540ECD918E027BD4940,92,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 667<br>
<b>Bureaux:</b> Thales near  Etrelles,  Bretagne,  France
</div>",,,,,,,-1,,,667,"Thales near  Etrelles,  Bretagne,  France",0101000020E6100000280F0BB5A639F3BF9B0F19A07E0A4840,95,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 103<br>
<b>Bureaux:</b> Thales near  Fareham,  South East,  United Kingdom
</div>",,,,,,,-1,,,103,"Thales near  Fareham,  South East,  United Kingdom",0101000020E610000085BF153F7C4FF3BF996D5D20F76E4940,96,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 433<br>
<b>Bureaux:</b> Thales near  Firenze,  Toscana,  Italy
</div>",,,,,,,-1,,,433,"Thales near  Firenze,  Toscana,  Italy",0101000020E6100000E7A331FF8D82264047E9D2BF24E44540,97,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 36<br>
<b>Bureaux:</b> Thales near  Fleury-Orleans,  Centre,  France
</div>",,,,,,,-1,,,36,"Thales near  Fleury-Orleans,  Centre,  France",0101000020E6100000FD982034CC7AFE3F9858CFFF61F34740,98,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 48<br>
<b>Bureaux:</b> Thales near  Fontenay aux roses,  Région Parisienne,  France
</div>",,,,,,,-1,,,48,"Thales near  Fontenay aux roses,  Région Parisienne,  France",0101000020E6100000E60BB501334A0240603F1FC07D654840,99,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 556<br>
<b>Bureaux:</b> Thales near  Footscray ,  Victoria,  Australia
</div>",,,,,,,-1,,,556,"Thales near  Footscray ,  Victoria,  Australia",0101000020E6100000652E15C0791C62407562C55F49E542C0,100,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 550<br>
<b>Bureaux:</b> Thales near  Fyshwick,  Australian Capital Territory,  Australia
</div>",,,,,,,-1,,,550,"Thales near  Fyshwick,  Australian Capital Territory,  Australia",0101000020E6100000CD68F51FA3A56240C5991540E7A941C0,101,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 436<br>
<b>Bureaux:</b> Thales near  Getafe,  Madrid,  Spain
</div>",,,,,,,-1,,,436,"Thales near  Getafe,  Madrid,  Spain",0101000020E6100000B9BF1F2345A90DC0C9E0CDBF022C4440,105,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 97<br>
<b>Bureaux:</b> Thales near  Glasgow,  Scotland,  United Kingdom
</div>",,,,,,,-1,,,97,"Thales near  Glasgow,  Scotland,  United Kingdom",0101000020E6100000B9A40F02975C10C0817B9E3F6DE84B40,106,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 559<br>
<b>Bureaux:</b> Thales near  Glenbrook ,  New South Wales,  Australia
</div>",,,,,,,-1,,,559,"Thales near  Glenbrook ,  New South Wales,  Australia",0101000020E61000003468E89FE0D3624062E75C401EE240C0,107,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 431<br>
<b>Bureaux:</b> Thales near  Gorgonzola ,  Lombardia,  Italy
</div>",,,,,,,-1,,,431,"Thales near  Gorgonzola ,  Lombardia,  Italy",0101000020E61000008EA6C4BF19CE2240838AAA5FE9C34640,108,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 73<br>
<b>Bureaux:</b> Thales near  Grenoble,  Rhône-Alpes,  France
</div>",,,,,,,-1,,,73,"Thales near  Grenoble,  Rhône-Alpes,  France",0101000020E61000009764D30094ED16406F35A1FFD4984640,109,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 49<br>
<b>Bureaux:</b> Thales near  Guyancourt,  Région Parisienne,  France
</div>",,,,,,,-1,,,49,"Thales near  Guyancourt,  Région Parisienne,  France",0101000020E61000000A97FA1E9A8E00407BFC3960B2624840,110,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
